[ 2016-12-30T16:00:58+08:00 ] ::1 /yimei/
SQL: SELECT `id`,`token` FROM `yimei_public`  [ RunTime:0.0769s ]
NOTIC: [8] Undefined index: weiphp D:\wamp\www\yimei\Application\Common\Model\PublicModel.class.php 第 38 行.
SQL: SELECT `value` FROM `yimei_config` WHERE ( name="FOLLOW_YOUKE_UID" ) LIMIT 1   [ RunTime:0.0539s ]
SQL: UPDATE `yimei_config` SET `value`='-2280' WHERE ( name="FOLLOW_YOUKE_UID" ) [ RunTime:0.0014s ]
NOTIC: [8] Undefined index: uid D:\wamp\www\yimei\ThinkPHP\Library\Think\Controller.class.php 第 524 行.
SQL: SHOW COLUMNS FROM `yimei_auth_group_access` [ RunTime:0.0334s ]
SQL: SELECT a.uid,a.group_id,g.title,g.rules FROM yimei_auth_group_access a INNER JOIN yimei_auth_group g on a.group_id=g.id  WHERE ( a.uid='-2280' and g.status='1' )  [ RunTime:0.1252s ]
SQL: SELECT `id`,`token` FROM `yimei_public`  [ RunTime:0.0005s ]
NOTIC: [8] Undefined index: weiphp D:\wamp\www\yimei\Application\Common\Model\PublicModel.class.php 第 38 行.
NOTIC: [8] Undefined index: addon_status D:\wamp\www\yimei\Application\Common\Model\AddonStatusModel.class.php 第 47 行.
NOTIC: [8] Undefined index: group_id D:\wamp\www\yimei\Application\Common\Model\AddonStatusModel.class.php 第 50 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
SQL: SELECT * FROM `yimei_manager_menu` WHERE `uid` = 0 AND `is_hide` = 0 ORDER BY sort asc, id asc  [ RunTime:0.0421s ]
SQL: SELECT * FROM `yimei_manager_menu` WHERE `uid` = 1 AND `is_hide` = 0 ORDER BY sort asc, id asc  [ RunTime:0.0011s ]
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined variable: addons D:\wamp\www\yimei\Application\Common\Common\function.php 第 501 行.
NOTIC: [8] Undefined offset: 14 D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 106 行.
NOTIC: [8] Undefined offset: 14 D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 116 行.
NOTIC: [8] Undefined offset: 60 D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 106 行.
NOTIC: [8] Undefined offset: 60 D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 116 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
NOTIC: [8] Undefined index: side D:\wamp\www\yimei\Application\Common\Model\ManagerMenuModel.class.php 第 179 行.
